TrialNum,TrialNumInBlock,BlockNum,BlockMarkersOn,TrialTargetNum,TargDirID
134,34,3,0,4,1
135,35,3,0,2,1
136,36,3,0,7,1
137,37,3,0,9,1
138,38,3,0,5,1
139,39,3,0,3,1
140,40,3,0,1,1
141,41,3,0,8,1
142,42,3,0,10,1
143,43,3,0,4,1
144,44,3,0,2,1
145,45,3,0,7,1
146,46,3,0,9,1
147,47,3,0,5,1
148,48,3,0,3,1
149,49,3,0,1,1
150,50,3,0,6,1
151,1,4,0,10,1
152,2,4,0,4,1
153,3,4,0,2,1
154,4,4,0,7,1
155,5,4,0,9,1
156,6,4,0,5,1
157,7,4,0,3,1
158,8,4,0,1,1
159,9,4,0,6,1
160,10,4,0,8,1
161,11,4,0,4,1
162,12,4,0,2,1
163,13,4,0,7,1
164,14,4,0,9,1
165,15,4,0,5,1
166,16,4,0,3,1
167,17,4,0,1,1
168,18,4,0,6,1
169,19,4,0,8,1
170,20,4,0,10,1
171,21,4,0,2,1
172,22,4,0,7,1
173,23,4,0,9,1
174,24,4,0,5,1
175,25,4,0,3,1
176,26,4,0,1,1
177,27,4,0,6,1
178,28,4,0,8,1
179,29,4,0,10,1
180,30,4,0,4,1
181,31,4,0,7,1
182,32,4,0,9,1
183,33,4,0,5,1
184,34,4,0,3,1
185,35,4,0,1,1
186,36,4,0,6,1
187,37,4,0,8,1
188,38,4,0,10,1
189,39,4,0,4,1
190,40,4,0,2,1
191,41,4,0,9,1
192,42,4,0,5,1
193,43,4,0,3,1
194,44,4,0,1,1
195,45,4,0,6,1
196,46,4,0,8,1
197,47,4,0,10,1
198,48,4,0,4,1
199,49,4,0,2,1
200,50,4,0,7,1
201,1,5,0,5,2
202,2,5,0,3,2
203,3,5,0,1,2
204,4,5,0,6,2
205,5,5,0,8,2
206,6,5,0,10,2
207,7,5,0,4,2
208,8,5,0,2,2
209,9,5,0,7,2
210,10,5,0,9,2
211,11,5,0,3,2
212,12,5,0,1,2
213,13,5,0,6,2
214,14,5,0,8,2
215,15,5,0,10,2
216,16,5,0,4,2
217,17,5,0,2,2
218,18,5,0,7,2
219,19,5,0,9,2
220,20,5,0,5,2
221,21,5,0,1,2
222,22,5,0,6,2
223,23,5,0,8,2
224,24,5,0,10,2
225,25,5,0,4,2
226,26,5,0,2,2
227,27,5,0,7,2
228,28,5,0,9,2
229,29,5,0,5,2
230,30,5,0,3,2
231,31,5,0,6,2
232,32,5,0,8,2
233,33,5,0,10,2
234,34,5,0,4,2
235,35,5,0,2,2
236,36,5,0,7,2
237,37,5,0,9,2
238,38,5,0,5,2
239,39,5,0,3,2
240,40,5,0,1,2
241,41,5,0,8,2
242,42,5,0,10,2
243,43,5,0,4,2
244,44,5,0,2,2
245,45,5,0,7,2
246,46,5,0,9,2
247,47,5,0,5,2
248,48,5,0,3,2
249,49,5,0,1,2
250,50,5,0,6,2
251,1,6,0,10,2
252,2,6,0,4,2
253,3,6,0,2,2
254,4,6,0,7,2
255,5,6,0,9,2
256,6,6,0,5,2
257,7,6,0,3,2
258,8,6,0,1,2
259,9,6,0,6,2
260,10,6,0,8,2
261,11,6,0,4,2
262,12,6,0,2,2
263,13,6,0,7,2
264,14,6,0,9,2
265,15,6,0,5,2
266,16,6,0,3,2
267,17,6,0,1,2
268,18,6,0,6,2
269,19,6,0,8,2
270,20,6,0,10,2
271,21,6,0,2,2
272,22,6,0,7,2
273,23,6,0,9,2
274,24,6,0,5,2
275,25,6,0,3,2
276,26,6,0,1,2
277,27,6,0,6,2
278,28,6,0,8,2
279,29,6,0,10,2
280,30,6,0,4,2
281,31,6,0,7,2
282,32,6,0,9,2
283,33,6,0,5,2
284,34,6,0,3,2
285,35,6,0,1,2
286,36,6,0,6,2
287,37,6,0,8,2
288,38,6,0,10,2
289,39,6,0,4,2
290,40,6,0,2,2
291,41,6,0,9,2
292,42,6,0,5,2
293,43,6,0,3,2
294,44,6,0,1,2
295,45,6,0,6,2
296,46,6,0,8,2
297,47,6,0,10,2
298,48,6,0,4,2
299,49,6,0,2,2
300,50,6,0,7,2
